Time;Wind;PV
 10/25  07:00:00;0.025;0.086
 10/25  08:00:00;0.012;0.222
 10/25  09:00:00;0.009;0.371
 10/25  10:00:00;0.016;0.486
 10/25  11:00:00;0.044;0.54
 10/25  12:00:00;0.102;0.545
 10/25  13:00:00;0.169;0.506
 10/25  14:00:00;0.225;0.431
 10/25  15:00:00;0.267;0.331
 10/25  16:00:00;0.311;0.21
 10/25  17:00:00;0.391;0.076
 10/25  18:00:00;0.488;0
 10/25  19:00:00;0.452;0
 10/25  20:00:00;0.335;0
 10/25  21:00:00;0.209;0
 10/25  22:00:00;0.124;0
 10/25  23:00:00;0.093;0
 10/25  24:00:00;0.091;0
 10/26  01:00:00;0.089;0
 10/26  02:00:00;0.084;0
 10/26  03:00:00;0.073;0
 10/26  04:00:00;0.059;0
 10/26  05:00:00;0.052;0
 10/26  06:00:00;0.048;0.013
 10/26  07:00:00;0.035;0.151
 10/26  08:00:00;0.014;0.328
 10/26  09:00:00;0.002;0.484
 10/26  10:00:00;0.005;0.615
 10/26  11:00:00;0.012;0.69
 10/26  12:00:00;0.022;0.707
 10/26  13:00:00;0.043;0.671
 10/26  14:00:00;0.066;0.585
 10/26  15:00:00;0.094;0.459
 10/26  16:00:00;0.182;0.271
 10/26  17:00:00;0.415;0.088
 10/26  18:00:00;0.702;0
 10/26  19:00:00;0.736;0
 10/26  20:00:00;0.607;0
 10/26  21:00:00;0.394;0
 10/26  22:00:00;0.2;0
 10/26  23:00:00;0.107;0
 10/26  24:00:00;0.091;0
 10/27  01:00:00;0.102;0
 10/27  02:00:00;0.108;0
 10/27  03:00:00;0.096;0
 10/27  04:00:00;0.078;0
 10/27  05:00:00;0.062;0
 10/27  06:00:00;0.051;0.012
 10/27  07:00:00;0.033;0.142
 10/27  08:00:00;0.01;0.317
 10/27  09:00:00;0.001;0.478
 10/27  10:00:00;0;0.588
 10/27  11:00:00;0;0.611
 10/27  12:00:00;0;0.598
 10/27  13:00:00;0.001;0.537
 10/27  14:00:00;0.013;0.452
 10/27  15:00:00;0.041;0.334
 10/27  16:00:00;0.121;0.21
 10/27  17:00:00;0.303;0.077
 10/27  18:00:00;0.596;0
 10/27  19:00:00;0.685;0
 10/27  20:00:00;0.601;0
 10/27  21:00:00;0.469;0
 10/27  22:00:00;0.292;0
 10/27  23:00:00;0.153;0
 10/27  24:00:00;0.079;0
 10/28  01:00:00;0.036;0
 10/28  02:00:00;0.015;0
 10/28  03:00:00;0.006;0
 10/28  04:00:00;0.004;0
 10/28  05:00:00;0.005;0
 10/28  06:00:00;0.009;0.015
 10/28  07:00:00;0.007;0.171
 10/28  08:00:00;0.001;0.36
 10/28  09:00:00;0.004;0.523
 10/28  10:00:00;0.01;0.636
 10/28  11:00:00;0.019;0.68
 10/28  12:00:00;0.043;0.684
 10/28  13:00:00;0.095;0.655
 10/28  14:00:00;0.166;0.588
 10/28  15:00:00;0.265;0.461
 10/28  16:00:00;0.398;0.283
 10/28  17:00:00;0.538;0.104
 10/28  18:00:00;0.612;0
 10/28  19:00:00;0.514;0
 10/28  20:00:00;0.344;0
 10/28  21:00:00;0.194;0
 10/28  22:00:00;0.106;0
 10/28  23:00:00;0.06;0
 10/28  24:00:00;0.044;0
 10/29  01:00:00;0.039;0
 10/29  02:00:00;0.033;0
 10/29  03:00:00;0.027;0
 10/29  04:00:00;0.023;0
 10/29  05:00:00;0.022;0
 10/29  06:00:00;0.02;0.014
 10/29  07:00:00;0.006;0.161
 10/29  08:00:00;0;0.35
 10/29  09:00:00;0;0.548
 10/29  10:00:00;0;0.674
 10/29  11:00:00;0;0.731
 10/29  12:00:00;0.008;0.739
 10/29  13:00:00;0.034;0.705
 10/29  14:00:00;0.078;0.621
 10/29  15:00:00;0.149;0.49
 10/29  16:00:00;0.259;0.305
 10/29  17:00:00;0.466;0.112
 10/29  18:00:00;0.694;0
 10/29  19:00:00;0.686;0
 10/29  20:00:00;0.527;0
 10/29  21:00:00;0.261;0
 10/29  22:00:00;0.109;0
 10/29  23:00:00;0.058;0
 10/29  24:00:00;0.035;0
 10/30  01:00:00;0.019;0
 10/30  02:00:00;0.006;0
 10/30  03:00:00;0.003;0
 10/30  04:00:00;0.009;0
 10/30  05:00:00;0.031;0
 10/30  06:00:00;0.062;0.016
 10/30  07:00:00;0.05;0.173
 10/30  08:00:00;0.019;0.379
 10/30  09:00:00;0.009;0.517
 10/30  10:00:00;0.021;0.655
 10/30  11:00:00;0.043;0.727
 10/30  12:00:00;0.071;0.74
 10/30  13:00:00;0.107;0.713
 10/30  14:00:00;0.166;0.632
 10/30  15:00:00;0.237;0.503
 10/30  16:00:00;0.323;0.328
 10/30  17:00:00;0.434;0.126
 10/30  18:00:00;0.575;0
 10/30  19:00:00;0.575;0
 10/30  20:00:00;0.499;0
 10/30  21:00:00;0.365;0
 10/30  22:00:00;0.252;0
 10/30  23:00:00;0.168;0
 10/30  24:00:00;0.106;0
 10/31  01:00:00;0.061;0
 10/31  02:00:00;0.034;0
 10/31  03:00:00;0.02;0
 10/31  04:00:00;0.016;0
 10/31  05:00:00;0.024;0
 10/31  06:00:00;0.04;0.02
 10/31  07:00:00;0.025;0.2
 10/31  08:00:00;0.002;0.41
 10/31  09:00:00;0;0.575
 10/31  10:00:00;0.001;0.68
 10/31  11:00:00;0.007;0.73
 10/31  12:00:00;0.024;0.732
 10/31  13:00:00;0.056;0.693
 10/31  14:00:00;0.11;0.605
 10/31  15:00:00;0.198;0.478
 10/31  16:00:00;0.356;0.309
 10/31  17:00:00;0.615;0.117
 10/31  18:00:00;0.787;0
 10/31  19:00:00;0.747;0
 10/31  20:00:00;0.535;0
 10/31  21:00:00;0.228;0
 10/31  22:00:00;0.089;0
 10/31  23:00:00;0.052;0
 10/31  24:00:00;0.049;0
 11/01  01:00:00;0.045;0
 11/01  02:00:00;0.042;0
 11/01  03:00:00;0.043;0
 11/01  04:00:00;0.054;0
 11/01  05:00:00;0.067;0
 11/01  06:00:00;0.065;0.018
 11/01  07:00:00;0.038;0.183
 11/01  08:00:00;0.021;0.383
 11/01  09:00:00;0.018;0.545
 11/01  10:00:00;0.031;0.649
 11/01  11:00:00;0.068;0.708
 11/01  12:00:00;0.136;0.716
 11/01  13:00:00;0.228;0.668
 11/01  14:00:00;0.315;0.591
 11/01  15:00:00;0.397;0.459
 11/01  16:00:00;0.504;0.284
 11/01  17:00:00;0.636;0.098
 11/01  18:00:00;0.684;0
 11/01  19:00:00;0.576;0
 11/01  20:00:00;0.365;0
 11/01  21:00:00;0.188;0
 11/01  22:00:00;0.116;0
 11/01  23:00:00;0.101;0
 11/01  24:00:00;0.1;0
 11/02  01:00:00;0.101;0
 11/02  02:00:00;0.092;0
 11/02  03:00:00;0.077;0
 11/02  04:00:00;0.073;0
 11/02  05:00:00;0.075;0
 11/02  06:00:00;0.077;0.015
 11/02  07:00:00;0.062;0.168
 11/02  08:00:00;0.046;0.366
 11/02  09:00:00;0.039;0.528
 11/02  10:00:00;0.038;0.628
 11/02  11:00:00;0.066;0.68
 11/02  12:00:00;0.13;0.684
 11/02  13:00:00;0.19;0.651
 11/02  14:00:00;0.248;0.544
 11/02  15:00:00;0.313;0.395
 11/02  16:00:00;0.374;0.231
 11/02  17:00:00;0.462;0.081
 11/02  18:00:00;0.557;0
 11/02  19:00:00;0.56;0
 11/02  20:00:00;0.448;0
 11/02  21:00:00;0.336;0
 11/02  22:00:00;0.261;0
 11/02  23:00:00;0.214;0
 11/02  24:00:00;0.177;0
 11/03  01:00:00;0.151;0
 11/03  02:00:00;0.134;0
 11/03  03:00:00;0.107;0
 11/03  04:00:00;0.077;0
 11/03  05:00:00;0.059;0
 11/03  06:00:00;0.048;0.015
 11/03  07:00:00;0.031;0.166
 11/03  08:00:00;0.018;0.377
 11/03  09:00:00;0.016;0.553
 11/03  10:00:00;0.038;0.666
 11/03  11:00:00;0.111;0.721
 11/03  12:00:00;0.23;0.726
 11/03  13:00:00;0.35;0.685
 11/03  14:00:00;0.467;0.604
 11/03  15:00:00;0.574;0.473
 11/03  16:00:00;0.67;0.291
 11/03  17:00:00;0.745;0.104
 11/03  18:00:00;0.76;0
 11/03  19:00:00;0.67;0
 11/03  20:00:00;0.462;0
 11/03  21:00:00;0.254;0
 11/03  22:00:00;0.135;0
 11/03  23:00:00;0.083;0
 11/03  24:00:00;0.058;0
 11/04  01:00:00;0.044;0
 11/04  02:00:00;0.036;0
 11/04  03:00:00;0.03;0
 11/04  04:00:00;0.026;0
 11/04  05:00:00;0.031;0
 11/04  06:00:00;0.036;0.019
 11/04  07:00:00;0.023;0.195
 11/04  08:00:00;0.009;0.399
 11/04  09:00:00;0.011;0.558
 11/04  10:00:00;0.038;0.665
 11/04  11:00:00;0.083;0.72
 11/04  12:00:00;0.158;0.723
 11/04  13:00:00;0.233;0.686
 11/04  14:00:00;0.307;0.602
 11/04  15:00:00;0.39;0.471
 11/04  16:00:00;0.489;0.294
 11/04  17:00:00;0.623;0.103
 11/04  18:00:00;0.699;0
 11/04  19:00:00;0.623;0
 11/04  20:00:00;0.412;0
 11/04  21:00:00;0.193;0
 11/04  22:00:00;0.077;0
 11/04  23:00:00;0.03;0
 11/04  24:00:00;0.016;0
 11/05  01:00:00;0.009;0
 11/05  02:00:00;0.008;0
 11/05  03:00:00;0.009;0
 11/05  04:00:00;0.015;0
 11/05  05:00:00;0.025;0
 11/05  06:00:00;0.038;0.013
 11/05  07:00:00;0.027;0.149
 11/05  08:00:00;0.008;0.335
 11/05  09:00:00;0;0.512
 11/05  10:00:00;0.005;0.653
 11/05  11:00:00;0.029;0.723
 11/05  12:00:00;0.084;0.725
 11/05  13:00:00;0.172;0.673
 11/05  14:00:00;0.279;0.587
 11/05  15:00:00;0.421;0.458
 11/05  16:00:00;0.576;0.287
 11/05  17:00:00;0.697;0.098
 11/05  18:00:00;0.706;0
 11/05  19:00:00;0.575;0
 11/05  20:00:00;0.326;0
 11/05  21:00:00;0.128;0
 11/05  22:00:00;0.046;0
 11/05  23:00:00;0.026;0
 11/05  24:00:00;0.024;0
 11/06  01:00:00;0.026;0
 11/06  02:00:00;0.026;0
 11/06  03:00:00;0.022;0
 11/06  04:00:00;0.017;0
 11/06  05:00:00;0.019;0
 11/06  06:00:00;0.023;0.018
 11/06  07:00:00;0.01;0.191
 11/06  08:00:00;0;0.393
 11/06  09:00:00;0.001;0.55
 11/06  10:00:00;0.022;0.66
 11/06  11:00:00;0.075;0.715
 11/06  12:00:00;0.137;0.717
 11/06  13:00:00;0.183;0.657
 11/06  14:00:00;0.239;0.574
 11/06  15:00:00;0.323;0.45
 11/06  16:00:00;0.444;0.266
 11/06  17:00:00;0.579;0.088
 11/06  18:00:00;0.669;0
 11/06  19:00:00;0.554;0
 11/06  20:00:00;0.311;0
 11/06  21:00:00;0.136;0
 11/06  22:00:00;0.067;0
 11/06  23:00:00;0.046;0
 11/06  24:00:00;0.045;0
 11/07  01:00:00;0.052;0
 11/07  02:00:00;0.056;0
 11/07  03:00:00;0.056;0
 11/07  04:00:00;0.053;0
 11/07  05:00:00;0.051;0
 11/07  06:00:00;0.045;0.018
 11/07  07:00:00;0.022;0.189
 11/07  08:00:00;0.002;0.393
 11/07  09:00:00;0;0.556
 11/07  10:00:00;0.007;0.668
 11/07  11:00:00;0.054;0.723
 11/07  12:00:00;0.134;0.732
 11/07  13:00:00;0.229;0.689
 11/07  14:00:00;0.31;0.606
 11/07  15:00:00;0.386;0.48
 11/07  16:00:00;0.497;0.31
 11/07  17:00:00;0.655;0.11
 11/07  18:00:00;0.743;0
 11/07  19:00:00;0.634;0
 11/07  20:00:00;0.359;0
 11/07  21:00:00;0.155;0
 11/07  22:00:00;0.077;0
 11/07  23:00:00;0.048;0
 11/07  24:00:00;0.035;0
 11/08  01:00:00;0.037;0
 11/08  02:00:00;0.048;0
 11/08  03:00:00;0.054;0
 11/08  04:00:00;0.045;0
 11/08  05:00:00;0.047;0
 11/08  06:00:00;0.057;0.017
 11/08  07:00:00;0.04;0.183
 11/08  08:00:00;0.019;0.371
 11/08  09:00:00;0.009;0.528
 11/08  10:00:00;0.018;0.641
 11/08  11:00:00;0.041;0.7
 11/08  12:00:00;0.075;0.711
 11/08  13:00:00;0.129;0.674
 11/08  14:00:00;0.206;0.591
 11/08  15:00:00;0.301;0.451
 11/08  16:00:00;0.447;0.269
 11/08  17:00:00;0.63;0.086
 11/08  18:00:00;0.749;0
 11/08  19:00:00;0.694;0
 11/08  20:00:00;0.498;0
 11/08  21:00:00;0.3;0
 11/08  22:00:00;0.189;0
 11/08  23:00:00;0.121;0
 11/08  24:00:00;0.075;0
 11/09  01:00:00;0.056;0
 11/09  02:00:00;0.052;0
 11/09  03:00:00;0.052;0
 11/09  04:00:00;0.054;0
 11/09  05:00:00;0.051;0
 11/09  06:00:00;0.049;0.014
 11/09  07:00:00;0.037;0.154
 11/09  08:00:00;0.013;0.332
 11/09  09:00:00;0.002;0.476
 11/09  10:00:00;0.001;0.561
 11/09  11:00:00;0.007;0.602
 11/09  12:00:00;0.028;0.605
 11/09  13:00:00;0.067;0.572
 11/09  14:00:00;0.13;0.463
 11/09  15:00:00;0.211;0.327
 11/09  16:00:00;0.314;0.186
 11/09  17:00:00;0.439;0.062
 11/09  18:00:00;0.547;0
 11/09  19:00:00;0.538;0
 11/09  20:00:00;0.408;0
 11/09  21:00:00;0.251;0
 11/09  22:00:00;0.147;0
 11/09  23:00:00;0.1;0
 11/09  24:00:00;0.082;0
 11/10  01:00:00;0.068;0
 11/10  02:00:00;0.045;0
 11/10  03:00:00;0.023;0
 11/10  04:00:00;0.012;0
 11/10  05:00:00;0.008;0
 11/10  06:00:00;0.008;0.008
 11/10  07:00:00;0.006;0.106
 11/10  08:00:00;0.001;0.246
 11/10  09:00:00;0;0.395
 11/10  10:00:00;0.007;0.504
 11/10  11:00:00;0.029;0.57
 11/10  12:00:00;0.056;0.597
 11/10  13:00:00;0.075;0.576
 11/10  14:00:00;0.089;0.518
 11/10  15:00:00;0.104;0.403
 11/10  16:00:00;0.134;0.243
 11/10  17:00:00;0.218;0.078
 11/10  18:00:00;0.427;0
 11/10  19:00:00;0.543;0
 11/10  20:00:00;0.466;0
 11/10  21:00:00;0.295;0
 11/10  22:00:00;0.155;0
 11/10  23:00:00;0.083;0
 11/10  24:00:00;0.071;0
 11/11  01:00:00;0.079;0
 11/11  02:00:00;0.075;0
 11/11  03:00:00;0.058;0
 11/11  04:00:00;0.039;0
 11/11  05:00:00;0.026;0
 11/11  06:00:00;0.024;0.008
 11/11  07:00:00;0.019;0.113
 11/11  08:00:00;0.009;0.254
 11/11  09:00:00;0.002;0.385
 11/11  10:00:00;0.001;0.476
 11/11  11:00:00;0.001;0.525
 11/11  12:00:00;0.001;0.531
 11/11  13:00:00;0.003;0.512
 11/11  14:00:00;0.005;0.453
 11/11  15:00:00;0.01;0.341
 11/11  16:00:00;0.017;0.191
 11/11  17:00:00;0.046;0.057
 11/11  18:00:00;0.199;0
 11/11  19:00:00;0.389;0
 11/11  20:00:00;0.449;0
 11/11  21:00:00;0.424;0
 11/11  22:00:00;0.32;0
 11/11  23:00:00;0.212;0
 11/11  24:00:00;0.144;0
 11/12  01:00:00;0.105;0
 11/12  02:00:00;0.076;0
 11/12  03:00:00;0.052;0
 11/12  04:00:00;0.043;0
 11/12  05:00:00;0.044;0
 11/12  06:00:00;0.048;0.004
 11/12  07:00:00;0.041;0.063
 11/12  08:00:00;0.025;0.161
 11/12  09:00:00;0.011;0.279
 11/12  10:00:00;0.005;0.406
 11/12  11:00:00;0.008;0.484
 11/12  12:00:00;0.013;0.498
 11/12  13:00:00;0.023;0.472
 11/12  14:00:00;0.043;0.412
 11/12  15:00:00;0.085;0.326
 11/12  16:00:00;0.145;0.209
 11/12  17:00:00;0.26;0.077
 11/12  18:00:00;0.456;0
 11/12  19:00:00;0.514;0
 11/12  20:00:00;0.385;0
 11/12  21:00:00;0.236;0
 11/12  22:00:00;0.151;0
 11/12  23:00:00;0.131;0
 11/12  24:00:00;0.139;0
 11/13  01:00:00;0.14;0
 11/13  02:00:00;0.108;0
 11/13  03:00:00;0.075;0
 11/13  04:00:00;0.057;0
 11/13  05:00:00;0.046;0
 11/13  06:00:00;0.035;0.015
 11/13  07:00:00;0.02;0.164
 11/13  08:00:00;0.002;0.36
 11/13  09:00:00;0;0.522
 11/13  10:00:00;0.002;0.668
 11/13  11:00:00;0.02;0.725
 11/13  12:00:00;0.058;0.73
 11/13  13:00:00;0.136;0.678
 11/13  14:00:00;0.238;0.595
 11/13  15:00:00;0.331;0.467
 11/13  16:00:00;0.434;0.296
 11/13  17:00:00;0.569;0.107
 11/13  18:00:00;0.685;0
 11/13  19:00:00;0.642;0
 11/13  20:00:00;0.485;0
 11/13  21:00:00;0.31;0
 11/13  22:00:00;0.175;0
 11/13  23:00:00;0.112;0
 11/13  24:00:00;0.085;0
 11/14  01:00:00;0.071;0
 11/14  02:00:00;0.063;0
 11/14  03:00:00;0.055;0
 11/14  04:00:00;0.043;0
 11/14  05:00:00;0.036;0
 11/14  06:00:00;0.036;0.018
 11/14  07:00:00;0.024;0.189
 11/14  08:00:00;0.008;0.392
 11/14  09:00:00;0.005;0.553
 11/14  10:00:00;0.024;0.664
 11/14  11:00:00;0.08;0.708
 11/14  12:00:00;0.187;0.714
 11/14  13:00:00;0.265;0.673
 11/14  14:00:00;0.299;0.596
 11/14  15:00:00;0.33;0.471
 11/14  16:00:00;0.401;0.304
 11/14  17:00:00;0.576;0.11
 11/14  18:00:00;0.757;0
 11/14  19:00:00;0.762;0
 11/14  20:00:00;0.646;0
 11/14  21:00:00;0.527;0
 11/14  22:00:00;0.456;0
 11/14  23:00:00;0.373;0
 11/14  24:00:00;0.247;0
 11/15  01:00:00;0.121;0
 11/15  02:00:00;0.044;0
 11/15  03:00:00;0.022;0
 11/15  04:00:00;0.029;0
 11/15  05:00:00;0.055;0
 11/15  06:00:00;0.09;0.02
 11/15  07:00:00;0.111;0.197
 11/15  08:00:00;0.104;0.4
 11/15  09:00:00;0.14;0.558
 11/15  10:00:00;0.227;0.663
 11/15  11:00:00;0.304;0.717
 11/15  12:00:00;0.348;0.719
 11/15  13:00:00;0.369;0.657
 11/15  14:00:00;0.387;0.573
 11/15  15:00:00;0.4;0.417
 11/15  16:00:00;0.43;0.244
 11/15  17:00:00;0.496;0.082
 11/15  18:00:00;0.556;0
 11/15  19:00:00;0.532;0
 11/15  20:00:00;0.421;0
 11/15  21:00:00;0.343;0
 11/15  22:00:00;0.282;0
 11/15  23:00:00;0.238;0
 11/15  24:00:00;0.198;0
 11/16  01:00:00;0.15;0
 11/16  02:00:00;0.108;0
 11/16  03:00:00;0.078;0
 11/16  04:00:00;0.06;0
 11/16  05:00:00;0.06;0
 11/16  06:00:00;0.068;0.014
 11/16  07:00:00;0.076;0.157
 11/16  08:00:00;0.056;0.332
 11/16  09:00:00;0.047;0.479
 11/16  10:00:00;0.048;0.584
 11/16  11:00:00;0.077;0.654
 11/16  12:00:00;0.121;0.681
 11/16  13:00:00;0.175;0.659
 11/16  14:00:00;0.247;0.585
 11/16  15:00:00;0.329;0.462
 11/16  16:00:00;0.427;0.292
 11/16  17:00:00;0.558;0.103
 11/16  18:00:00;0.648;0
 11/16  19:00:00;0.593;0
 11/16  20:00:00;0.449;0
 11/16  21:00:00;0.332;0
 11/16  22:00:00;0.238;0
 11/16  23:00:00;0.175;0
 11/16  24:00:00;0.134;0
 11/17  01:00:00;0.107;0
 11/17  02:00:00;0.094;0
 11/17  03:00:00;0.084;0
 11/17  04:00:00;0.078;0
 11/17  05:00:00;0.084;0
 11/17  06:00:00;0.099;0.012
 11/17  07:00:00;0.109;0.139
 11/17  08:00:00;0.07;0.321
 11/17  09:00:00;0.037;0.504
 11/17  10:00:00;0.021;0.62
 11/17  11:00:00;0.045;0.682
 11/17  12:00:00;0.083;0.693
 11/17  13:00:00;0.122;0.646
 11/17  14:00:00;0.157;0.567
 11/17  15:00:00;0.185;0.443
 11/17  16:00:00;0.25;0.279
 11/17  17:00:00;0.414;0.098
 11/17  18:00:00;0.658;0
 11/17  19:00:00;0.73;0
 11/17  20:00:00;0.631;0
 11/17  21:00:00;0.465;0
 11/17  22:00:00;0.289;0
 11/17  23:00:00;0.171;0
 11/17  24:00:00;0.104;0
 11/18  01:00:00;0.065;0
 11/18  02:00:00;0.053;0
 11/18  03:00:00;0.055;0
 11/18  04:00:00;0.064;0
 11/18  05:00:00;0.082;0
 11/18  06:00:00;0.092;0.012
 11/18  07:00:00;0.072;0.134
 11/18  08:00:00;0.035;0.301
 11/18  09:00:00;0.013;0.457
 11/18  10:00:00;0.004;0.591
 11/18  11:00:00;0.014;0.676
 11/18  12:00:00;0.068;0.699
 11/18  13:00:00;0.15;0.675
 11/18  14:00:00;0.261;0.606
 11/18  15:00:00;0.336;0.483
 11/18  16:00:00;0.413;0.297
 11/18  17:00:00;0.561;0.107
 11/18  18:00:00;0.705;0
 11/18  19:00:00;0.68;0
 11/18  20:00:00;0.528;0
 11/18  21:00:00;0.329;0
 11/18  22:00:00;0.183;0
 11/18  23:00:00;0.121;0
 11/18  24:00:00;0.102;0
 11/19  01:00:00;0.1;0
 11/19  02:00:00;0.087;0
 11/19  03:00:00;0.065;0
 11/19  04:00:00;0.049;0
 11/19  05:00:00;0.044;0
 11/19  06:00:00;0.045;0.014
 11/19  07:00:00;0.039;0.16
 11/19  08:00:00;0.027;0.348
 11/19  09:00:00;0.031;0.517
 11/19  10:00:00;0.052;0.618
 11/19  11:00:00;0.107;0.686
 11/19  12:00:00;0.185;0.699
 11/19  13:00:00;0.282;0.646
 11/19  14:00:00;0.39;0.561
 11/19  15:00:00;0.488;0.415
 11/19  16:00:00;0.574;0.256
 11/19  17:00:00;0.674;0.09
 11/19  18:00:00;0.716;0
 11/19  19:00:00;0.653;0
 11/19  20:00:00;0.504;0
 11/19  21:00:00;0.362;0
 11/19  22:00:00;0.265;0
 11/19  23:00:00;0.209;0
 11/19  24:00:00;0.174;0
 11/20  01:00:00;0.136;0
 11/20  02:00:00;0.1;0
 11/20  03:00:00;0.069;0
 11/20  04:00:00;0.046;0
 11/20  05:00:00;0.038;0
 11/20  06:00:00;0.04;0.018
 11/20  07:00:00;0.034;0.189
 11/20  08:00:00;0.021;0.389
 11/20  09:00:00;0.023;0.548
 11/20  10:00:00;0.052;0.641
 11/20  11:00:00;0.107;0.696
 11/20  12:00:00;0.189;0.7
 11/20  13:00:00;0.273;0.625
 11/20  14:00:00;0.332;0.517
 11/20  15:00:00;0.346;0.39
 11/20  16:00:00;0.334;0.247
 11/20  17:00:00;0.349;0.085
 11/20  18:00:00;0.409;0
 11/20  19:00:00;0.417;0
 11/20  20:00:00;0.349;0
 11/20  21:00:00;0.299;0
 11/20  22:00:00;0.259;0
 11/20  23:00:00;0.212;0
 11/20  24:00:00;0.167;0
 11/21  01:00:00;0.129;0
 11/21  02:00:00;0.094;0
 11/21  03:00:00;0.056;0
 11/21  04:00:00;0.027;0
 11/21  05:00:00;0.014;0
 11/21  06:00:00;0.01;0.013
 11/21  07:00:00;0.006;0.152
 11/21  08:00:00;0.001;0.35
 11/21  09:00:00;0.003;0.52
 11/21  10:00:00;0.034;0.621
 11/21  11:00:00;0.093;0.68
 11/21  12:00:00;0.151;0.684
 11/21  13:00:00;0.193;0.637
 11/21  14:00:00;0.25;0.554
 11/21  15:00:00;0.35;0.404
 11/21  16:00:00;0.486;0.231
 11/21  17:00:00;0.638;0.08
 11/21  18:00:00;0.714;0
 11/21  19:00:00;0.661;0
 11/21  20:00:00;0.486;0
 11/21  21:00:00;0.279;0
 11/21  22:00:00;0.139;0
 11/21  23:00:00;0.065;0
 11/21  24:00:00;0.027;0
 11/22  01:00:00;0.008;0
 11/22  02:00:00;0.002;0
 11/22  03:00:00;0.001;0
 11/22  04:00:00;0.001;0
 11/22  05:00:00;0.001;0
 11/22  06:00:00;0.004;0.012
 11/22  07:00:00;0.004;0.149
 11/22  08:00:00;0.003;0.331
 11/22  09:00:00;0.016;0.49
 11/22  10:00:00;0.046;0.575
 11/22  11:00:00;0.115;0.635
 11/22  12:00:00;0.211;0.652
 11/22  13:00:00;0.324;0.604
 11/22  14:00:00;0.414;0.535
 11/22  15:00:00;0.463;0.419
 11/22  16:00:00;0.497;0.265
 11/22  17:00:00;0.526;0.096
 11/22  18:00:00;0.535;0
 11/22  19:00:00;0.469;0
 11/22  20:00:00;0.313;0
 11/22  21:00:00;0.176;0
 11/22  22:00:00;0.103;0
 11/22  23:00:00;0.077;0
 11/22  24:00:00;0.075;0
 11/23  01:00:00;0.076;0
 11/23  02:00:00;0.067;0
 11/23  03:00:00;0.054;0
 11/23  04:00:00;0.049;0
 11/23  05:00:00;0.046;0
 11/23  06:00:00;0.04;0.014
 11/23  07:00:00;0.017;0.162
 11/23  08:00:00;0;0.374
 11/23  09:00:00;0.001;0.551
 11/23  10:00:00;0.022;0.651
 11/23  11:00:00;0.071;0.707
 11/23  12:00:00;0.148;0.709
 11/23  13:00:00;0.232;0.654
 11/23  14:00:00;0.313;0.559
 11/23  15:00:00;0.39;0.439
 11/23  16:00:00;0.487;0.286
 11/23  17:00:00;0.631;0.108
 11/23  18:00:00;0.733;0
 11/23  19:00:00;0.699;0
 11/23  20:00:00;0.491;0
 11/23  21:00:00;0.189;0
 11/23  22:00:00;0.048;0
 11/23  23:00:00;0.027;0
 11/23  24:00:00;0.052;0
 11/24  01:00:00;0.092;0
 11/24  02:00:00;0.121;0
 11/24  03:00:00;0.119;0
 11/24  04:00:00;0.088;0
 11/24  05:00:00;0.05;0
 11/24  06:00:00;0.025;0.019
 11/24  07:00:00;0.005;0.192
 11/24  08:00:00;0;0.389
 11/24  09:00:00;0;0.559
 11/24  10:00:00;0.001;0.661
 11/24  11:00:00;0.013;0.715
 11/24  12:00:00;0.056;0.719
 11/24  13:00:00;0.127;0.671
 11/24  14:00:00;0.206;0.588
 11/24  15:00:00;0.279;0.461
 11/24  16:00:00;0.38;0.297
 11/24  17:00:00;0.521;0.109
 11/24  18:00:00;0.651;0
 11/24  19:00:00;0.608;0
 11/24  20:00:00;0.466;0
 11/24  21:00:00;0.274;0
 11/24  22:00:00;0.138;0
 11/24  23:00:00;0.086;0
 11/24  24:00:00;0.081;0
 11/25  01:00:00;0.086;0
 11/25  02:00:00;0.079;0
 11/25  03:00:00;0.059;0
 11/25  04:00:00;0.037;0
 11/25  05:00:00;0.03;0
 11/25  06:00:00;0.029;0.014
 11/25  07:00:00;0.02;0.159
 11/25  08:00:00;0.007;0.344
 11/25  09:00:00;0;0.506
 11/25  10:00:00;0.009;0.626
 11/25  11:00:00;0.067;0.676
 11/25  12:00:00;0.21;0.671
 11/25  13:00:00;0.343;0.625
 11/25  14:00:00;0.422;0.544
 11/25  15:00:00;0.434;0.412
 11/25  16:00:00;0.456;0.242
 11/25  17:00:00;0.514;0.086
 11/25  18:00:00;0.608;0
 11/25  19:00:00;0.585;0
 11/25  20:00:00;0.449;0
 11/25  21:00:00;0.309;0
 11/25  22:00:00;0.227;0
 11/25  23:00:00;0.202;0
 11/25  24:00:00;0.222;0
 11/26  01:00:00;0.238;0
 11/26  02:00:00;0.214;0
 11/26  03:00:00;0.159;0
 11/26  04:00:00;0.103;0
 11/26  05:00:00;0.069;0
 11/26  06:00:00;0.051;0.018
 11/26  07:00:00;0.043;0.187
 11/26  08:00:00;0.033;0.387
 11/26  09:00:00;0.045;0.54
 11/26  10:00:00;0.079;0.64
 11/26  11:00:00;0.136;0.691
 11/26  12:00:00;0.221;0.691
 11/26  13:00:00;0.315;0.655
 11/26  14:00:00;0.404;0.579
 11/26  15:00:00;0.474;0.432
 11/26  16:00:00;0.539;0.247
